strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
50,NVDA260710C00050000,NVDA260710P00050000,2,20,6,0,7.771484660644531,3.2500018749999997,141.2,0,148.4,0.01,143.7,0.01,151,-1511,-1360,6,43.6
55,NVDA260710C00055000,NVDA260710P00055000,16,200,5,0,7.251954060058594,3.0000025,136.2,0,143.4,0.01,139.22,0.01,1219,-15238,-14019,5,40.88
60,,NVDA260710P00060000,0,201,0,1,0,2.750003125,0,0,0,0.01,0,0.01,0,-3883,-3883,1,5.56
70,,NVDA260710P00070000,0,1600,0,1268,0,2.43750390625,0,0,0,0.01,0,0.01,0,-26806,-26806,1268,4.28
75,NVDA260710C00075000,NVDA260710P00075000,4,722,4,162,6.0229516900634765,2.2500043749999996,115.15,0,124.45,0.01,119.67,0.01,337,-60807,-60470,166,36.47
80,,NVDA260710P00080000,0,2726,0,2550,0,2.1250046874999997,0,0,0,0.01,0,0.01,0,-36643,-36643,2550,2.99
85,NVDA260710C00085000,NVDA260710P00085000,9,3843,2,3800,4.961917860107421,1.96875015625,106.2,0,113.4,0.01,109.1,0.01,742,-316727,-315985,3802,29.9
90,,NVDA260710P00090000,0,1202,0,87,0,1.875000625,0,0,0,0.01,0,0.01,0,-14299,-14299,87,2.33
95,,NVDA260710P00095000,0,1007,0,1,0,1.8437507812499998,0,0,0,0.02,0,0.01,0,-15385,-15385,1,2.95
100,NVDA260710C00100000,NVDA260710P00100000,27,9850,1,8732,2.425785185546875,1.625001875,91.7,0,98.45,0.01,96.4,0.01,913,-333213,-332300,8733,7.17
105,NVDA260710C00105000,NVDA260710P00105000,9,7733,1,82,1.8359383203124997,1.5000025,85.3,0,94.45,0.01,92.56,0.01,158,-135588,-135430,83,3.06
110,NVDA260710C00110000,NVDA260710P00110000,5,5353,2,1870,1.5781271093749998,1.5312523437499999,81.25,0.01,88.45,0.02,91,0.01,86,-91821,-91735,1872,2.79
115,NVDA260710C00115000,NVDA260710P00115000,16,16116,8,2,1.453127734375,1.453127734375,76.25,0.01,83.45,0.03,83.69,0.02,280,-281602,-281322,10,2.66
120,NVDA260710C00120000,NVDA260710P00120000,50,6518,1,390,1.46875265625,1.3437532812499997,70.25,0.01,79.5,0.03,78.67,0.03,1130,-147258,-146128,391,3.33
125,NVDA260710C00125000,NVDA260710P00125000,14,527,3,31,1.9833985205078126,1.203128984375,66.45,0.01,74.5,0.02,68.04,0.03,834,-31398,-30564,34,9.94
130,NVDA260710C00130000,NVDA260710P00130000,22,2870,15,2870,1.3085972070312497,1.171879140625,61.3,0.02,68.5,0.03,69.74,0.05,635,-82827,-82192,2885,3.75
135,NVDA260710C00135000,NVDA260710P00135000,19,12486,1,1391,1.1367230664062502,1.0703171484375003,57.3,0.02,62.45,0.03,75.03,0.03,480,-315725,-315245,1392,2.92
140,NVDA260710C00140000,NVDA260710P00140000,133,1736,14,220,2.1318406079101564,1.0078174609375,52.3,0.03,57.3,0.04,53.93,0.03,18677,-243785,-225108,234,23.08
145,NVDA260710C00145000,NVDA260710P00145000,1204,2955,50,643,1.60547072265625,0.9062509375,47.35,0.03,51,0.04,50.16,0.03,138034,-338779,-200745,693,15.07
150,NVDA260710C00150000,NVDA260710P00150000,111,3734,9,5355,0.9511723632812499,0.8359391406249999,42.4,0.04,47.5,0.05,43.49,0.05,5760,-193752,-187992,5364,4.85
