strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
500,SPY260724C00500000,SPY260724P00500000,2003,3239,1,1,2.6933626416015626,1.5312523437499999,236.15,0,238.56,0.01,248.89,0.01,26127,-42249,-16122,2,1.44
505,SPY260724C00505000,SPY260724P00505000,1,1576,0,102,2.669436920166016,1.5000025,230.85,0,233.66,0.01,245.53,0.01,14,-22305,-22291,102,1.54
510,SPY260724C00510000,SPY260724P00510000,1,425,0,20,2.1250046874999997,1.4375028125,225.94,0,229.45,0.01,240.41,0.02,5,-1921,-1916,20,0.42
515,SPY260724C00515000,SPY260724P00515000,1,986,0,5,1.40625296875,1.40625296875,220.86,0,223.92,0.01,238.11,0.01,0,-303,-303,5,0.02
520,SPY260724C00520000,SPY260724P00520000,2,881,0,11,2.4350625061035154,1.3750031249999999,215.79,0,218.5,0.01,233.07,0.03,25,-11172,-11147,11,1.26
525,SPY260724C00525000,SPY260724P00525000,8,1432,1,603,2.3740275024414057,1.3437532812499997,210.7,0,213.49,0.01,227.98,0.01,103,-18408,-18305,604,1.25
530,SPY260724C00530000,SPY260724P00530000,3,2056,0,678,2.4511757470703124,1.3125034374999998,205.7,0,208.92,0.01,222.08,0.03,52,-35423,-35371,678,1.7
535,,SPY260724P00535000,0,104,0,10,0,1.2812535937499998,0,0,0,0.01,0,0.01,0,-36,-36,10,0.02
540,SPY260724C00540000,SPY260724P00540000,3,17211,0,2,4.330693063201904,1.2500037499999999,213.63,0,216.41,0.01,198.27,0.01,383,-2197288,-2196905,2,18.65
545,,SPY260724P00545000,0,1808,0,2,0,1.1875040625,0,0,0,0.01,0,0.01,0,-434,-434,2,0.01
550,SPY260724C00550000,SPY260724P00550000,8,889,5,72,2.1972701318359373,1.15625421875,185.61,0,188.85,0.01,200.38,0.01,138,-15314,-15176,77,1.51
555,SPY260724C00555000,SPY260724P00555000,7,2302,1,65,2.057622043457031,1.125004375,180.94,0,183.56,0.01,197.37,0.01,102,-33627,-33525,66,1.22
560,SPY260724C00560000,SPY260724P00560000,1,1427,1,460,1.1953165234375,1.09375453125,175.84,0,178.96,0.01,192.96,0.01,1,-751,-750,461,0.03
565,,SPY260724P00565000,0,646,0,1,0,1.0625046875000002,0,0,0,0.01,0,0.01,0,-169,-169,1,0.01
570,SPY260724C00570000,SPY260724P00570000,0,410,1,5,1.8476570117187499,1.0312548437500002,165.71,0,168.41,0.01,179.22,0.01,0,-5817,-5817,6,1.07
575,SPY260724C00575000,SPY260724P00575000,1,997,1,501,1.9394534277343751,1.000005,160.72,0,163.96,0.01,177.4,0.01,22,-21538,-21516,502,1.66
580,,SPY260724P00580000,0,1990,0,3,0,0.9687503125,0,0,0,0.01,0,0.02,0,-558,-558,3,0.01
585,,SPY260724P00585000,0,2695,0,1,0,0.937500625,0,0,0,0.01,0,0.01,0,-774,-774,1,0.01
590,SPY260724C00590000,SPY260724P00590000,2,1476,4,1,1.772950354003906,0.9062509375,145.73,0,148.97,0.01,145.71,0.01,49,-36207,-36158,5,1.72
595,SPY260724C00595000,SPY260724P00595000,12,165,5,2,1.607423837890625,0.87500125,140.73,0,143.5,0.01,148.26,0.01,223,-3066,-2843,7,1.21
600,SPY260724C00600000,SPY260724P00600000,23,475,20,4,1.3085972070312497,0.8437515624999999,136.01,0,139.53,0.01,145.3,0.01,172,-3551,-3379,24,0.42
605,SPY260724C00605000,SPY260724P00605000,6,984,1,104,1.1982461962890625,0.8125018749999999,130.97,0,134.33,0.01,144.78,0.01,34,-5551,-5517,105,0.3
610,SPY260724C00610000,SPY260724P00610000,1,293,1,4,1.5317406225585937,0.7812521875,125.73,0,128.87,0.01,139.57,0.01,28,-8248,-8220,5,1.7
615,SPY260724C00615000,SPY260724P00615000,14,3879,2,15,0.8789074609374999,0.7500025,121.19,0,123.65,0.01,125.42,0.03,17,-4652,-4635,17,0.05
620,SPY260724C00620000,SPY260724P00620000,1,3279,1,50,1.142582412109375,0.7187528125,116.14,0,119.48,0.01,115.69,0.04,10,-32294,-32284,51,0.48
625,SPY260724C00625000,SPY260724P00625000,30,226,29,6,1.3007847460937496,0.6875031250000001,110.82,0,113.53,0.01,123.48,0.01,791,-5956,-5165,35,1.37
630,SPY260724C00630000,SPY260724P00630000,3,3260,1,6,1.3232455712890623,0.6562534375000001,105.64,0,108.91,0.01,125.25,0.01,111,-121039,-120928,7,1.92
