strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
2.5,NVDA260717C00002500,,17,0,5,0,49.7500022265625,0,199,0,203.65,0,203.9,0,608,0,608,5,93.06
5,NVDA260717C00005000,,431,0,5,0,39.15625388183594,0,196.75,0,200.95,0,206.5,0,18778,0,18778,5,89.29
7.5,NVDA260717C00007500,,15,0,3,0,34.0156296850586,0,194.65,0,198.1,0,199.97,0,728,0,728,3,86.39
10,NVDA260717C00010000,,50,0,3,0,30.890625346679684,0,192.25,0,195.6,0,195,0,2601,0,2601,3,84.12
12.5,NVDA260717C00012500,,1,0,3,0,26.609376684570314,0,189,0,193.45,0,188.55,0,57,0,57,3,79.69
15,NVDA260717C00015000,NVDA260717P00015000,13,9,12,6,25.632814489746092,15.000000625,187.05,0,190.65,0.01,186.15,0.03,837,-579,258,18,68.43
17.5,,NVDA260717P00017500,0,2,0,1,0,14.00000125,0,0,0,0.01,0,0.01,0,-125,-125,1,45.95
20,NVDA260717C00020000,NVDA260717P00020000,20,23,1,1,22.078128100585936,13.5000015625,181.65,0,185.9,0.01,184.86,0.01,1344,-1546,-202,2,62.58
22.5,NVDA260717C00022500,,1,0,2,0,21.195315876464843,0,179.35,0,183.3,0,186.58,0,65,0,65,2,72.52
25,NVDA260717C00025000,,18,0,5,0,20.406253623046876,0,176.95,0,180.8,0,182.05,0,1203,0,1203,5,71.39
30,NVDA260717C00030000,NVDA260717P00030000,5,1340,2,1,18.32812927246094,11.000003125000001,172.05,0,175.6,0.01,175.33,0.01,352,-94231,-93879,3,53.98
35,NVDA260717C00035000,NVDA260717P00035000,24,842,4,2,16.718754775390625,10.000003750000001,166.45,0,171.15,0.01,168.9,0.01,1703,-59754,-58051,6,49.62
40,NVDA260717C00040000,NVDA260717P00040000,19,4398,3,587,16.58594231689453,9.25000421875,162.05,0,166.15,0.01,163.82,0.01,1388,-321224,-319836,590,49.39
45,NVDA260717C00045000,NVDA260717P00045000,6,1861,1,1,14.820313237304688,8.75000453125,157.25,0,160.6,0.01,158.98,0.01,439,-136029,-135590,2,45.09
50,NVDA260717C00050000,NVDA260717P00050000,106,15155,4,5,11.96875251953125,8.000005,152.25,0,154.75,0.01,153.5,0.01,7164,-1024227,-1017063,9,35.32
55,NVDA260717C00055000,NVDA260717P00055000,30,2260,160,12,12.906251933593751,7.500000625,147.25,0,150.6,0.01,152.05,0.01,2211,-166530,-164319,172,39.35
60,NVDA260717C00060000,NVDA260717P00060000,25,1121,22,1,12.085939946289065,7.00000125,142.25,0,145.6,0.01,146.4,0.01,1850,-82942,-81092,23,36.96
65,NVDA260717C00065000,NVDA260717P00065000,99,6737,28,1,11.539065288085938,6.500001875000001,137.4,0,140.6,0.01,139.76,0.01,7428,-505472,-498044,29,35.42
70,NVDA260717C00070000,NVDA260717P00070000,41,1841,5,1,10.898440688476564,6.2500021875,132.45,0,135.6,0.01,134.86,0.01,3143,-141146,-138003,6,34.41
75,NVDA260717C00075000,NVDA260717P00075000,81,2103,6,1,10.296878564453127,5.7500028125,127.5,0,130.6,0.01,129.15,0.01,6239,-161980,-155741,7,32.35
80,NVDA260717C00080000,NVDA260717P00080000,72,3304,13,1,9.789066381835939,5.500003124999999,122.6,0,125.6,0.01,124.24,0.01,5708,-261916,-256208,14,31.72
