strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
110,NVDA260706C00110000,NVDA260706P00110000,1,23,364,2,5.671877910156249,3.50000125,86.25,0,87.6,0.01,86.96,0.01,78,-1783,-1705,366,18.6
115,NVDA260706C00115000,NVDA260706P00115000,1,2,862,2,5.484378144531249,3.2500018749999997,81.35,0,82.7,0.01,82.02,0.08,84,-169,-85,864,19.28
120,NVDA260706C00120000,NVDA260706P00120000,3,3,1014,1,5.056644304199218,3.0000025,76.2,0,77.8,0.01,77.01,0.01,259,-259,0,1015,18.18
125,NVDA260706C00125000,NVDA260706P00125000,3,97,1362,26,4.812503984374999,2.750003125,71.3,0,72.85,0.01,72.06,0.01,280,-9041,-8761,1388,18.45
130,,NVDA260706P00130000,0,109,0,10,0,2.50000375,0,0,0,0.01,0,0.02,0,-2937,-2937,10,3.53
135,NVDA260706C00135000,NVDA260706P00135000,1,60,611,5,3.5468761328125,2.3125042187499996,60.4,0,63.1,0.01,62.38,0.01,81,-4872,-4791,616,12.45
140,,NVDA260706P00140000,0,129,0,4,0,2.1250046874999997,0,0,0,0.01,0,0.01,0,-4101,-4101,4,3.54
145,,NVDA260706P00145000,0,3923,0,9,0,1.875000625,0,0,0,0.01,0,0.01,0,-112918,-112918,9,2.82
150,NVDA260706C00150000,NVDA260706P00150000,3,1107,196,8,3.406251484375,1.6875015625,47.1,0,47.65,0.01,47.37,0.01,465,-171722,-171257,204,20.68
155,NVDA260706C00155000,NVDA260706P00155000,4,281,137,25,3.150392749023437,1.5000025,42.2,0,42.75,0.01,42.3,0.02,729,-51201,-50472,162,22.18
160,NVDA260706C00160000,NVDA260706P00160000,7,684,129,1,2.6621127197265633,1.3125034374999998,37.15,0,37.4,0.01,37.34,0.01,1365,-133417,-132052,130,20.29
165,NVDA260706C00165000,NVDA260706P00165000,62,3935,66,5,2.2070357324218746,1.125004375,31.95,0,32.25,0.01,32.24,0.01,13112,-832206,-819094,71,18.44
170,NVDA260706C00170000,NVDA260706P00170000,33,3166,67,770,1.6875015625,0.937500625,26.25,0,27.45,0.01,27.34,0.01,6986,-670274,-663288,837,14.54
175,NVDA260706C00175000,NVDA260706P00175000,56,3212,44,1831,1.8779302978515624,0.7812521875,21.2,0,23.95,0.01,22.05,0.01,23359,-1339809,-1316450,1875,29.03
177.5,NVDA260706C00177500,NVDA260706P00177500,15,1705,10,2056,1.4492215039062502,0.6875031250000001,18.8,0,20.4,0.01,19.37,0.01,6008,-682881,-676873,2066,22.4
180,NVDA260706C00180000,NVDA260706P00180000,406,3969,104,1487,1.5527366113281247,0.5937540625000001,16.95,0,18.25,0.01,17.71,0.01,236208,-2309133,-2072925,1591,32.68
182.5,NVDA260706C00182500,NVDA260706P00182500,674,2146,55,6167,1.2695349023437497,0.51562984375,14.5,0,15.2,0.01,15.25,0.01,450332,-1433846,-983514,6222,31.22
185,NVDA260706C00185000,NVDA260706P00185000,821,14244,56,11628,0.9082040429687499,0.4687553125,10.9,0,13,0.01,12.5,0.01,608130,-10550794,-9942664,11684,26.69
187.5,NVDA260706C00187500,NVDA260706P00187500,889,4898,273,4996,0.9028330029296875,0.4062559375,9.6,0.01,9.95,0.02,9.77,0.01,1059840,-5839252,-4779412,5269,40.84
190,NVDA260706C00190000,NVDA260706P00190000,1144,8128,1053,21267,0.729494892578125,0.304694453125,7.15,0.01,7.4,0.02,7.25,0.02,1998660,-14200272,-12201612,22320,47.29
192.5,NVDA260706C00192500,NVDA260706P00192500,4203,5894,4552,37120,0.561527822265625,0.20313296874999998,4.7,0.01,4.95,0.02,4.88,0.02,12489364,-17514231,-5024867,41672,59.47
195,NVDA260706C00195000,NVDA260706P00195000,9721,7884,96501,118282,0.35547519531249994,0.131844619140625,2.26,0.08,2.33,0.09,2.3,0.08,63577019,-51562722,12014297,214783,83.41
197.5,NVDA260706C00197500,NVDA260706P00197500,8076,2703,224763,25359,0.229499892578125,0.000010000000000000003,0.52,0.86,0.53,0.88,0.52,0.86,94549164,-31645170,62903994,250122,70.32
200,NVDA260706C00200000,NVDA260706P00200000,23067,1621,116853,1407,0.23242955078125,0.000010000000000000003,0.07,2.69,0.08,2.85,0.08,2.85,5339230,-375207,4964023,118260,1.41
202.5,NVDA260706C00202500,NVDA260706P00202500,13806,667,31632,262,0.2929758203124999,0.000010000000000000003,0.02,4.95,0.03,5.4,0.02,5.28,66557,-3216,63341,31894,0.04
