strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
110,,NVDA260715P00110000,0,14,0,1,0,4.000005,0,0,0,0.01,0,0.01,0,-516,-516,1,7.72
120,,NVDA260715P00120000,0,56,0,3,0,3.50000125,0,0,0,0.01,0,0.01,0,-2045,-2045,3,6.69
125,,NVDA260715P00125000,0,22,0,1,0,3.2500018749999997,0,0,0,0.01,0,0.01,0,-791,-791,1,6.12
130,,NVDA260715P00130000,0,98,0,20,0,3.031252421875,0,0,0,0.02,0,0.01,0,-3604,-3604,20,5.83
135,,NVDA260715P00135000,0,96,0,3,0,3.0000025,0,0,0,0.04,0,0.01,0,-4794,-4794,3,7.84
140,NVDA260715C00140000,NVDA260715P00140000,39,375,64,1,4.939456950683593,2.56250359375,69.25,0,71.2,0.02,70.22,0.02,4821,-46354,-41533,65,24.27
145,,NVDA260715P00145000,0,722,0,77,0,2.5312536718749996,0,0,0,0.04,0,0.01,0,-37530,-37530,77,6.89
150,NVDA260715C00150000,NVDA260715P00150000,272,2279,56,1,4.187504765625,2.1875045312499997,58.95,0,61.4,0.02,60.24,0.01,38850,-325510,-286660,57,23.83
155,,NVDA260715P00155000,0,1819,0,35,0,2.1093797265624996,0,0,0,0.04,0,0.01,0,-105943,-105943,35,6.43
160,NVDA260715C00160000,NVDA260715P00160000,82,790,21,1,3.8144535888671873,1.9062504687500001,49.75,0,51.45,0.04,50.22,0.01,16022,-154361,-138339,22,29.25
165,NVDA260715C00165000,NVDA260715P00165000,68,1904,32,255,3.4238295654296875,1.5000025,44.5,0,46.55,0.01,46.09,0.01,13840,-387521,-373681,287,26.23
167.5,NVDA260715C00167500,NVDA260715P00167500,16,348,45,1,3.372071882324218,1.5000025,42.35,0,44.1,0.02,42.98,0.02,3718,-80874,-77156,46,29.63
170,NVDA260715C00170000,NVDA260715P00170000,67,3633,22,2,2.7890655273437504,1.3125034374999998,39.4,0,40.7,0.01,40.29,0.01,13706,-743172,-729466,24,21.96
