strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
110,,NVDA260729P00110000,0,11,0,2,0,3.3750015624999996,0,0,0,0.01,0,0.01,0,-337,-337,2,5.4
120,,NVDA260729P00120000,0,16,0,3,0,3.0000025,0,0,0,0.01,0,0.01,0,-592,-592,3,5.81
125,,NVDA260729P00125000,0,73,0,5,0,2.6250034375,0,0,0,0.01,0,0.01,0,-2127,-2127,5,4
130,,NVDA260729P00130000,0,855,0,701,0,2.3750040624999995,0,0,0,0.01,0,0.01,0,-23755,-23755,701,3.45
135,,NVDA260729P00135000,0,216,0,113,0,2.1875045312499997,0,0,0,0.01,0,0.01,0,-6604,-6604,113,3.5
140,NVDA260729C00140000,NVDA260729P00140000,66,513,92,31,3.550782373046875,1.9375003125,52.05,0,52.85,0.01,52.75,0.01,7810,-60702,-52892,123,17
145,,NVDA260729P00145000,0,609,0,227,0,1.75000125,0,0,0,0.01,0,0.01,0,-18940,-18940,227,2.85
150,NVDA260729C00150000,NVDA260729P00150000,43,588,39,4,2.5839879150390628,1.5625021874999998,41.6,0,42.8,0.01,42.35,0.01,5239,-71636,-66397,43,13.22
155,,NVDA260729P00155000,0,656,0,20,0,1.3750031249999999,0,0,0,0.01,0,0.01,0,-25727,-25727,20,2.82
160,NVDA260729C00160000,NVDA260729P00160000,58,1134,19,1157,2.1425827685546874,1.1875040625,31.8,0,32.85,0.01,32.53,0.01,10803,-211225,-200422,1176,16.23
165,NVDA260729C00165000,NVDA260729P00165000,106,1940,5,201,2.100590686035156,0.98437515625,26.9,0,28.4,0.01,27.48,0.01,29112,-532806,-503694,206,22.17
170,NVDA260729C00170000,NVDA260729P00170000,126,2596,657,137,1.7919932275390624,0.8125018749999999,22.05,0,23.3,0.01,22.6,0.01,45564,-938765,-893201,794,24.65
172.5,NVDA260729C00172500,NVDA260729P00172500,48,881,105,12,1.2753942480468747,0.7187528125,19.2,0,20.15,0.01,19.8,0.01,14113,-259035,-244922,117,15.34
175,NVDA260729C00175000,NVDA260729P00175000,465,1449,64,237,1.08984830078125,0.6250037500000001,16.8,0,17.45,0.01,17.4,0.01,151415,-471828,-320413,301,14.61
177.5,NVDA260729C00177500,NVDA260729P00177500,542,1109,93,592,1.0341845166015626,0.5468795312500001,14.25,0,15.2,0.01,15.54,0.01,253515,-518723,-265208,685,19.35
180,NVDA260729C00180000,NVDA260729P00180000,683,3714,399,2794,1.0078174609375,0.51562984375,12.35,0.01,12.5,0.02,12.24,0.01,512048,-2784403,-2272355,3193,29.89
182.5,NVDA260729C00182500,NVDA260729P00182500,320,3160,1076,5237,0.8349625878906248,0.46094289062500005,9.7,0.02,10.1,0.03,10.27,0.03,333198,-3290331,-2957133,6313,35.31
185,NVDA260729C00185000,NVDA260729P00185000,1974,9753,819,14440,0.6709017285156251,0.38281867187499996,7.15,0.04,7.65,0.05,7.4,0.05,3066744,-15151954,-12085210,15259,42.84
187.5,NVDA260729C00187500,NVDA260729P00187500,1752,5758,5258,61806,0.51758294921875,0.3193427441406249,4.8,0.11,5.1,0.12,4.75,0.12,4635831,-15235797,-10599966,67064,57.96
190,NVDA260729C00190000,NVDA260729P00190000,1143,30663,16212,188625,0.4096738720703125,0.28125718749999995,2.71,0.4,2.75,0.42,2.7,0.41,5449575,-146194496,-140744921,204837,86.21
192.5,NVDA260729C00192500,NVDA260729P00192500,2110,14946,72275,102472,0.362311064453125,0.252937158203125,1.15,1.33,1.17,1.35,1.13,1.36,12851233,-91030581,-78179348,174747,98.07
195,NVDA260729C00195000,NVDA260729P00195000,8036,14498,137076,37002,0.35352208984374994,0.000010000000000000003,0.37,3.05,0.38,3.1,0.38,3.04,18728112,-33787976,-15059864,174078,21.56
197.5,NVDA260729C00197500,NVDA260729P00197500,20309,7972,105926,15157,0.38184211914062494,0.000010000000000000003,0.12,5.2,0.13,5.4,0.12,5.4,2815631,-1105235,1710396,121083,1.39
200,NVDA260729C00200000,NVDA260729P00200000,25622,8808,92687,2548,0.4335994140625,0.000010000000000000003,0.05,7.55,0.06,7.85,0.05,7.63,219658,-75511,144147,95235,0.1
202.5,NVDA260729C00202500,NVDA260729P00202500,21777,2501,28719,425,0.48438015625,0.000010000000000000003,0.02,9.8,0.03,10.6,0.02,10.25,12709,-1460,11249,29144,0.01
205,NVDA260729C00205000,NVDA260729P00205000,23168,7362,14398,863,0.523442265625,0.000010000000000000003,0.01,12.6,0.02,12.7,0.02,12.7,672,-214,458,15261,0
207.5,NVDA260729C00207500,NVDA260729P00207500,12732,1095,5319,730,0.6093789062500001,0.84961087890625,0.01,14.9,0.02,15.75,0.01,14.89,3446782,-296436,3150346,6049,10.34
210,NVDA260729C00210000,NVDA260729P00210000,28357,3227,3254,522,0.6250037500000001,1.056645341796875,0,17.55,0.01,18.35,0.01,17.29,6464785,-735686,5729099,3776,10.03
212.5,NVDA260729C00212500,NVDA260729P00212500,9074,5,1162,97,0.6875031250000001,1.3603547607421875,0,19.8,0.01,21.1,0.01,20.51,2272952,-1252,2271700,1259,13.43
215,NVDA260729C00215000,NVDA260729P00215000,8384,11,410,11,0.7500025,1.0703171484375003,0,22,0.01,23.2,0.01,22.42,720682,-946,719736,421,4.1
217.5,NVDA260729C00217500,NVDA260729P00217500,4212,2,457,698,0.8125018749999999,0.000010000000000000003,0,24.35,0.01,25.6,0.01,25.31,0,0,0,1155,0
220,NVDA260729C00220000,NVDA260729P00220000,8986,0,27,126,0.9062509375,0.000010000000000000003,0,27,0.01,28.1,0.01,28.9,0,0,0,153,0
222.5,NVDA260729C00222500,NVDA260729P00222500,3020,0,2,227,0.9687503125,1.19922275390625,0,29.5,0.01,30.65,0.01,30.1,102263,0,102263,229,1.92
225,NVDA260729C00225000,NVDA260729P00225000,1888,0,474,122,1.0312548437500002,1.2812535937499998,0,32,0.01,33.15,0.01,33.33,53587,0,53587,596,1.72
227.5,NVDA260729C00227500,NVDA260729P00227500,2753,0,40,6,1.09375453125,1.5078149609375,0,34.5,0.01,35.7,0.01,30.12,98536,0,98536,46,2.44
230,NVDA260729C00230000,NVDA260729P00230000,7411,0,50,2,1.15625421875,1.5859395703124997,0,36.95,0.01,38.2,0.01,32.52,224381,0,224381,52,2.17
232.5,NVDA260729C00232500,NVDA260729P00232500,195,0,3,2,1.21875390625,0.000010000000000000003,0,39.45,0.01,40.5,0.01,34.63,0,0,0,5,0
235,NVDA260729C00235000,NVDA260729P00235000,1089,0,3,12,1.2812535937499998,1.74609501953125,0,42,0.01,43.2,0.01,37.94,24671,0,24671,15,1.79
237.5,NVDA260729C00237500,NVDA260729P00237500,91,0,2,1,1.3437532812499997,1.82421962890625,0,44.35,0.01,45.7,0.01,45.06,1802,0,1802,3,1.64
240,NVDA260729C00240000,NVDA260729P00240000,491,0,104,1,1.40625296875,1.8984380078125,0,47,0.01,48.2,0.01,47.47,8499,0,8499,105,1.5
245,NVDA260729C00245000,,121,0,1,0,1.5000025,0,0,0,0.01,0,0.01,0,309,0,309,1,0.2
250,NVDA260729C00250000,,222,0,151,0,1.625001875,0,0,0,0.01,0,0.01,0,461,0,461,151,0.18
255,NVDA260729C00255000,,108,0,2,0,1.75000125,0,0,0,0.01,0,0.01,0,187,0,187,2,0.16
260,NVDA260729C00260000,,28,0,4,0,1.875000625,0,0,0,0.01,0,0.01,0,41,0,41,4,0.14
265,NVDA260729C00265000,,25,0,20,0,1.9375003125,0,0,0,0.01,0,0.04,0,21,0,21,20,0.09
275,NVDA260729C00275000,,0,0,1,0,2.1250046874999997,0,0,0,0.01,0,0.01,0,0,0,0,1,0.05
280,NVDA260729C00280000,,21,0,5,0,2.2500043749999996,0,0,0,0.01,0,0.01,0,9,0,9,5,0.05
285,NVDA260729C00285000,,10,0,0,0,2.3750040624999995,0,0,0,0.01,0,0.04,0,4,0,4,0,0.05
330,NVDA260729C00330000,,1,0,0,0,3.3125017187499997,0,0,0,0.01,0,0.01,0,0,0,0,0,0.02
340,NVDA260729C00340000,,0,0,13,0,3.43750140625,0,0,0,0.01,0,0.01,0,0,0,0,13,0.01
350,NVDA260729C00350000,,3,0,0,0,3.6250009375000003,0,0,0,0.01,0,0.01,0,0,0,0,0,0.01
360,NVDA260729C00360000,,0,0,1,0,3.750000625,0,0,0,0.01,0,0.02,0,0,0,0,1,0
370,NVDA260729C00370000,,2,0,2,0,3.93750015625,0,0,0,0.01,0,0.01,0,0,0,0,2,0
380,NVDA260729C00380000,,2,0,1,0,3.8750003125,0,0,0,0.01,0,0.07,0,0,0,0,1,0
390,NVDA260729C00390000,,1,0,2,0,4.187504765625,0,0,0,0.01,0,0.01,0,0,0,0,2,0
