strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,,SPCX260717P00005000,0,4,0,2,0,11.625002734375,0,0,0,0.05,0,0.01,0,-250,-250,2,65.76
15,,SPCX260717P00015000,0,36,0,15,0,7.625000468750001,0,0,0,0.05,0,0.03,0,-2253,-2253,15,43.27
25,SPCX260717C00025000,SPCX260717P00025000,1,67,1,2,0.000010000000000000003,5.87500265625,114.5,0,116.5,0.05,115.87,0.02,3,-208,-205,3,0.83
30,,SPCX260717P00030000,0,6,0,2,0,5.281253398437499,0,0,0,0.05,0,0.01,0,-322,-322,2,25.66
35,SPCX260717C00035000,SPCX260717P00035000,2,11,2,2,7.82812521484375,4.7812540234375,104.6,0,108.6,0.05,115.3,0.02,146,-805,-659,4,41.83
40,,SPCX260717P00040000,0,1,0,2,0,4.312504609374999,0,0,0,0.05,0,0.02,0,-47,-47,2,18.38
45,SPCX260717C00045000,SPCX260717P00045000,2,120,5,4,6.492189384765625,3.93750015625,95.1,0,98.6,0.05,110.74,0.02,148,-8898,-8750,9,35.06
50,SPCX260717C00050000,SPCX260717P00050000,1,1041,8,2,0.000010000000000000003,3.593751015625,89.7,0,92.4,0.05,131.91,0.05,0,-226,-226,10,0.04
55,SPCX260717C00055000,SPCX260717P00055000,0,637,2,1,5.445315693359374,3.281251796875,84.7,0,88.6,0.05,126.94,0.01,0,-48200,-48200,3,29.93
60,,SPCX260717P00060000,0,419,0,60,0,3.0000025,0,0,0,0.05,0,0.05,0,-15935,-15935,60,10.34
65,SPCX260717C00065000,SPCX260717P00065000,0,840,0,2,4.582035522460938,2.7343781640625,75.1,0,78.6,0.05,125.33,0.03,0,-65872,-65872,2,26.01
70,SPCX260717C00070000,SPCX260717P00070000,3,648,1,2,4.201176623535156,2.50000375,70.1,0,73.6,0.05,91.03,0.03,242,-52327,-52085,3,24.53
75,SPCX260717C00075000,SPCX260717P00075000,2,744,2,1,3.7578131054687502,2.2656293359374997,65.1,0,68.5,0.05,64.18,0.02,162,-60308,-60146,3,22.13
80,SPCX260717C00080000,SPCX260717P00080000,6,718,4,17,3.4306654858398433,2.0468798828125,60.1,0,63.5,0.05,76.22,0.03,506,-60520,-60014,21,20.93
85,SPCX260717C00085000,SPCX260717P00085000,2,607,2,1,2.863284091796875,1.859375703125,54.8,0,58.2,0.05,94.6,0.03,157,-47743,-47586,3,16.84
90,SPCX260717C00090000,SPCX260717P00090000,5,2002,2,1,0.000010000000000000003,1.6640641796875002,50.2,0,51.9,0.05,66.94,0.03,0,-17,-17,3,0
95,SPCX260717C00095000,SPCX260717P00095000,3,1315,1,11,2.409183664550781,1.484377578125,45.1,0,48.3,0.05,46.92,0.05,284,-124337,-124053,12,16.69
100,SPCX260717C00100000,SPCX260717P00100000,77,21466,3,60,0.000010000000000000003,1.3125034374999998,40.9,0,42.5,0.05,41.8,0.04,0,-119,-119,63,0
105,SPCX260717C00105000,SPCX260717P00105000,18,3204,1,49,1.46484642578125,1.1484417578125,35.9,0,37.8,0.05,36.9,0.05,1271,-226253,-224982,50,8.37
110,SPCX260717C00110000,SPCX260717P00110000,22,6755,9,253,1.8271493017578124,1.1328168359375002,30.2,0.05,33.6,0.1,27.73,0.05,3830,-1175904,-1172074,262,23.36
115,SPCX260717C00115000,SPCX260717P00115000,11,4341,1,364,0.000010000000000000003,0.9609378906249999,25.2,0.05,27.1,0.1,26.95,0.09,1,-503,-502,365,0.01
120,SPCX260717C00120000,SPCX260717P00120000,633,7024,9,570,0.000010000000000000003,0.914063359375,20.7,0.15,22.1,0.2,21.35,0.17,995,-11037,-10042,579,0.07
125,SPCX260717C00125000,SPCX260717P00125000,824,8367,28,2246,0.000010000000000000003,0.8300798242187499,16.1,0.3,16.9,0.35,17.8,0.34,9882,-100341,-90459,2274,0.45
130,SPCX260717C00130000,SPCX260717P00130000,1677,16253,344,2113,0.000010000000000000003,0.7934590966796875,11.6,0.7,12,0.8,12.25,0.74,224157,-2172464,-1948307,2457,4.81
134,SPCX260717C00134000,SPCX260717P00134000,675,2810,57,667,0.4414118359375,0.7763694238281251,8.4,1.4,8.9,1.45,8.75,1.4,669728,-2788051,-2118323,724,54.77
135,SPCX260717C00135000,SPCX260717P00135000,2116,25845,948,5850,0.4726615234375,0.782228740234375,7.6,1.65,8.1,1.75,7.95,1.69,2387836,-29165231,-26777395,6798,64.19
136,SPCX260717C00136000,SPCX260717P00136000,331,963,47,412,0.5107470800781251,0.7763694238281251,6.9,1.9,7.4,2,7.4,2.02,412663,-1200587,-787924,459,72.74
137,SPCX260717C00137000,SPCX260717P00137000,704,1093,374,504,0.5302781347656251,0.77929908203125,6.3,2.25,6.7,2.3,6.7,2.3,949990,-1474913,-524923,878,80.11
138,SPCX260717C00138000,SPCX260717P00138000,1202,1950,529,420,0.5378464184570313,0.7763694238281251,5.9,2.55,6.1,2.65,6.05,2.7,1738236,-2819933,-1081697,949,86.15
139,SPCX260717C00139000,SPCX260717P00139000,1035,1218,460,999,0.5454147021484376,0.7856466748046875,5.3,2.95,5.4,3.1,5.5,2.88,1568611,-1845960,-277349,1459,91.44
140,SPCX260717C00140000,SPCX260717P00140000,6255,14409,3936,5769,0.5793499096679688,0.7883321948242188,4.8,3.4,5,3.5,4.8,3.5,9649511,-22228585,-12579074,9705,95.64
141,SPCX260717C00141000,SPCX260717P00141000,1053,1235,1323,1700,0.577152666015625,0.797853583984375,4.2,3.9,4.4,4,4.26,3.97,1660927,-1948001,-287074,3023,98.31
142,SPCX260717C00142000,SPCX260717P00142000,1866,1594,4168,1512,0.5922892333984376,0.8100604931640624,3.8,4.4,3.9,4.6,3.84,4.5,2928123,-2501301,426822,5680,99.75
