strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,,SPCX260717P00005000,0,4,0,0,0,10.375003515625002,0,0,0,0.05,0,0.05,0,-248,-248,0,67.45
15,,SPCX260717P00015000,0,36,0,15,0,6.7500015625000005,0,0,0,0.05,0,0.03,0,-2298,-2298,15,45.1
25,SPCX260717C00025000,SPCX260717P00025000,1,67,10,2,8.394536003417965,5.187503515625,111.9,0,116.8,0.05,140.3,0.02,72,-4850,-4778,12,51.46
30,,SPCX260717P00030000,0,6,0,2,0,4.6562541796875,0,0,0,0.05,0,0.01,0,-338,-338,2,27.49
35,SPCX260717C00035000,SPCX260717P00035000,2,11,2,2,6.531251835937501,4.187504765625,101.9,0,106.5,0.05,115.3,0.02,147,-808,-661,4,41.19
40,,SPCX260717P00040000,0,1,0,2,0,3.7812505468750004,0,0,0,0.05,0,0.02,0,-50,-50,2,19.91
45,SPCX260717C00045000,SPCX260717P00045000,2,120,5,4,5.394534506835937,3.43750140625,91.9,0,96.5,0.05,110.74,0.02,149,-8938,-8789,9,34.43
50,SPCX260717C00050000,SPCX260717P00050000,1,1042,8,4,5.105472368164062,3.1406271484375,86.9,0,91.8,0.05,131.91,0.01,77,-80709,-80632,12,33.43
55,SPCX260717C00055000,SPCX260717P00055000,0,638,2,2,4.669926037597656,2.8593778515625,81.9,0,86.8,0.05,126.94,0.01,0,-50250,-50250,4,31.04
60,,SPCX260717P00060000,0,359,0,5,0,2.593753515625,0,0,0,0.05,0,0.01,0,-14973,-14973,5,11.32
65,SPCX260717C00065000,SPCX260717P00065000,0,840,0,2,4.119145476074219,2.3750040624999995,72.4,0,76.8,0.05,125.33,0.03,0,-73075,-73075,2,29.57
70,SPCX260717C00070000,SPCX260717P00070000,3,648,1,2,3.611329096679688,2.156254609375,67,0,71.8,0.05,91.03,0.03,260,-56114,-55854,3,26.14
75,SPCX260717C00075000,SPCX260717P00075000,1,744,2,1,2.8886746533203125,1.9375003125,61.9,0,66,0.05,64.18,0.02,76,-56762,-56686,3,19.27
80,SPCX260717C00080000,SPCX260717P00080000,6,716,4,4,3.0292993017578125,1.75000125,57.4,0,61.5,0.05,76.22,0.03,577,-68847,-68270,8,24.05
85,SPCX260717C00085000,SPCX260717P00085000,2,605,2,1,2.4570351074218753,1.5781271093749998,52.6,0,55.5,0.05,94.6,0.01,178,-53833,-53655,3,18.79
90,SPCX260717C00090000,SPCX260717P00090000,5,2000,2,6,2.128910927734375,1.40625296875,47.8,0,50.1,0.05,66.94,0.03,451,-180503,-180052,8,16.7
95,SPCX260717C00095000,SPCX260717P00095000,3,1292,2,13,2.2460981347656244,1.2421912890624998,43,0,46,0.05,87.3,0.02,375,-161310,-160935,15,22.8
100,SPCX260717C00100000,SPCX260717P00100000,70,20711,8,1072,2.0673876440429684,1.0859420703125,39.2,0,40.1,0.05,39.55,0.02,10280,-3041667,-3031387,1080,24.24
105,SPCX260717C00105000,SPCX260717P00105000,18,2412,1,727,1.7568371533203124,1.0781296093750001,33.8,0.05,35.2,0.1,43.76,0.05,3217,-431066,-427849,728,26.52
110,SPCX260717C00110000,SPCX260717P00110000,20,6254,5,800,1.5634787451171874,0.9882813671875,29,0.1,30.2,0.15,29.1,0.1,4576,-1430946,-1426370,805,30.56
115,SPCX260717C00115000,SPCX260717P00115000,9,2509,8,3183,1.4150419873046878,0.8730481445312499,24.4,0.15,25.3,0.2,24.3,0.17,2759,-769024,-766265,3191,36.71
120,SPCX260717C00120000,SPCX260717P00120000,258,5113,498,3485,1.2465857983398436,0.79687703125,19.9,0.3,20.3,0.35,20.06,0.32,110759,-2195000,-2084241,3983,45.92
125,SPCX260717C00125000,SPCX260717P00125000,637,5139,356,5284,1.0478563232421876,0.7104521142578125,14.9,0.55,15.7,0.6,14.6,0.56,395614,-3191613,-2795999,5640,57.16
130,SPCX260717C00130000,SPCX260717P00130000,852,9909,1034,12372,0.9355475195312499,0.6640658593750002,10.9,1.2,11.2,1.25,11.3,1.24,778784,-9057474,-8278690,13406,76.53
134,SPCX260717C00134000,SPCX260717P00134000,16,1182,1246,1574,0.8354508642578123,0.6372106591796876,7.6,2.15,8.1,2.25,7.8,2.2,19007,-1404144,-1385137,2820,91.57
135,SPCX260717C00135000,SPCX260717P00135000,753,24709,1566,16297,0.8352067260742186,0.6228065063476562,7.1,2.45,7.4,2.5,7.28,2.48,934619,-30668646,-29734027,17863,94.72
136,SPCX260717C00136000,SPCX260717P00136000,9,542,356,1113,0.8303239624023437,0.6152382226562501,6.6,2.8,6.7,2.85,6.5,3,11566,-696537,-684971,1469,97.24
137,SPCX260717C00137000,SPCX260717P00137000,13,751,507,1480,0.8051777294921875,0.6137733935546876,5.9,3.2,6,3.3,6,3.22,17323,-1000743,-983420,1987,98.97
138,SPCX260717C00138000,SPCX260717P00138000,7,808,2041,3851,0.7990742749023438,0.6098671826171876,5.3,3.6,5.5,3.8,5.42,3.62,9481,-1094423,-1084942,5892,99.89
139,SPCX260717C00139000,SPCX260717P00139000,40,767,1717,2022,0.7961446166992188,0.5996133789062501,4.8,4.1,5,4.2,4.9,4.16,54679,-1048475,-993796,3739,99.87
140,SPCX260717C00140000,SPCX260717P00140000,2115,14640,7970,12566,0.7885763330078125,0.5832561206054687,4.3,4.5,4.5,4.7,4.4,4.6,2911264,-20151731,-17240467,20536,98.84
141,SPCX260717C00141000,SPCX260717P00141000,50,543,1959,2137,0.7758811474609376,0.5756878369140624,3.8,5.1,4,5.2,3.91,5.15,68377,-742574,-674197,4096,96.75
142,SPCX260717C00142000,SPCX260717P00142000,79,1376,2487,2967,0.7819846020507812,0.5695843823242188,3.5,5.7,3.6,5.8,3.5,5.7,104689,-1823446,-1718757,5454,93.75
145,SPCX260717C00145000,SPCX260717P00145000,4338,14793,8923,5596,0.7685570019531252,0.5419967675781252,2.45,7.7,2.5,7.8,2.48,7.7,4996722,-17039304,-12042582,14519,79.01
150,SPCX260717C00150000,SPCX260717P00150000,13003,40507,12330,6213,0.7788108056640625,0.47900911621093745,1.35,11.6,1.4,11.8,1.36,11.63,8889589,-27692886,-18803297,18543,45.01
152.5,SPCX260717C00152500,SPCX260717P00152500,3938,1721,2550,777,0.7885763330078125,0.000010000000000000003,1,13.6,1.05,14,1.05,14.3,471183,-205918,265265,3327,4.94
155,SPCX260717C00155000,SPCX260717P00155000,9210,8075,5745,1163,0.8037129003906249,0.000010000000000000003,0.75,15.9,0.8,16.3,0.78,15.93,392784,-344379,48405,6908,1.79
157.5,SPCX260717C00157500,SPCX260717P00157500,2677,1473,1991,105,0.8320329296874999,0.000010000000000000003,0.6,18,0.65,18.6,0.65,18.98,42550,-23413,19137,2096,0.69
160,SPCX260717C00160000,SPCX260717P00160000,14012,14064,4698,478,0.8466812207031249,0.000010000000000000003,0.45,20.6,0.5,21.1,0.47,20.94,67600,-67851,-251,5176,0.21
162.5,SPCX260717C00162500,SPCX260717P00162500,1678,1392,822,30,0.8798840136718749,0.000010000000000000003,0.35,22.8,0.45,23.6,0.38,24.2,3030,-2514,516,852,0.08
165,SPCX260717C00165000,SPCX260717P00165000,14870,7099,2113,216,0.90429783203125,0.000010000000000000003,0.3,25.3,0.35,26,0.32,25.92,8761,-4183,4578,2329,0.03
167.5,SPCX260717C00167500,SPCX260717P00167500,3312,1302,338,6,0.9335944140625,0.000010000000000000003,0.25,27.5,0.3,28.9,0.25,28.9,688,-271,417,344,0.01
170,SPCX260717C00170000,SPCX260717P00170000,10475,7748,2585,212,0.95507857421875,0.000010000000000000003,0.2,30.2,0.25,31.1,0.24,30.8,660,-488,172,2797,0
172.5,SPCX260717C00172500,SPCX260717P00172500,1415,507,416,23,0.9687503125,0.000010000000000000003,0.15,32.7,0.2,34,0.19,33.71,22,-8,14,439,0
175,SPCX260717C00175000,SPCX260717P00175000,6246,3258,777,132,1.01953615234375,0.000010000000000000003,0.15,35.1,0.2,36.1,0.17,35.74,58,-30,28,909,0
177.5,SPCX260717C00177500,SPCX260717P00177500,1198,50,315,3,1.0703171484375003,1.224613251953125,0.15,37.6,0.2,39.4,0.18,37.32,63679,-2658,61021,318,6.39
180,SPCX260717C00180000,SPCX260717P00180000,10621,4250,582,132,1.0644578027343752,0.000010000000000000003,0.1,40.1,0.15,40.8,0.13,40.7,10,-4,6,714,0
182.5,SPCX260717C00182500,SPCX260717P00182500,997,43,24,1,1.109379453125,1.26172244140625,0.1,42.5,0.15,44.3,0.12,42.89,30224,-1304,28920,25,3.76
185,SPCX260717C00185000,SPCX260717P00185000,2574,1892,231,19,1.15625421875,0.000010000000000000003,0.1,44.6,0.15,46.3,0.13,45.85,1,-1,0,250,0
187.5,SPCX260717C00187500,SPCX260717P00187500,6640,32,364,1,1.201175869140625,1.3603547607421875,0.1,47.5,0.15,49.3,0.11,39.95,151769,-731,151038,365,3.06
190,SPCX260717C00190000,SPCX260717P00190000,16049,2438,974,111,1.1640666796875,0.000010000000000000003,0.05,50,0.1,51.2,0.11,50.91,0,0,0,1085,0
192.5,SPCX260717C00192500,SPCX260717P00192500,387,8,1799,1,1.203128984375,1.5986348193359374,0.05,52.5,0.1,54.5,0.1,44.47,7673,-159,7514,1800,2.91
