strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
50,NVDA260724C00050000,NVDA260724P00050000,49,38,6,4,0.000010000000000000003,8.250004843749998,159,0,159.35,0.01,157.7,0.01,45,-35,10,10,0.2
55,NVDA260724C00055000,NVDA260724P00055000,35,34,21,0,10.218753613281251,7.7500003125,153.05,0,154.9,0.01,152.92,0.03,2174,-2111,63,21,29.2
60,NVDA260724C00060000,NVDA260724P00060000,39,1828,31,194,10.359378525390628,7.2500009375,148.15,0,150,0.01,149.07,0.01,2548,-119453,-116905,225,30.12
65,NVDA260724C00065000,NVDA260724P00065000,22,85,31,21,0.000010000000000000003,6.7500015625000005,143.25,0,144.25,0.01,144.17,0.01,6,-23,-17,52,0.05
70,NVDA260724C00070000,NVDA260724P00070000,23,294,35,10,9.632816479492188,6.2500021875,138.3,0,140.1,0.01,138.37,0.01,1531,-19570,-18039,45,27.67
75,NVDA260724C00075000,NVDA260724P00075000,24,315,26,68,0.000010000000000000003,6.0000025,133.85,0,134.5,0.01,133.41,0.01,4,-46,-42,94,0.02
80,NVDA260724C00080000,NVDA260724P00080000,14,1700,21,2,0.000010000000000000003,5.62500296875,128.3,0,129.6,0.01,129.09,0.01,1,-169,-168,23,0.01
85,NVDA260724C00085000,NVDA260724P00085000,23,1256,19,1,8.515629677734374,5.250003437499999,123,0,125.25,0.01,124.12,0.01,1634,-89206,-87572,20,25.59
90,NVDA260724C00090000,NVDA260724P00090000,29,1990,12,200,7.726562841796875,5.000003749999999,117.3,0,120.15,0.01,119.45,0.01,2003,-137442,-135439,212,23
95,NVDA260724C00095000,NVDA260724P00095000,24,354,3,150,9.42383223510742,4.62500421875,111.95,0,116.35,0.01,112.31,0.01,2157,-31815,-29658,153,33.04
100,NVDA260724C00100000,NVDA260724P00100000,26,15640,3,2335,7.6367192041015635,4.375004531249999,106.95,0,110.5,0.01,107.4,0.01,2069,-1244536,-1242467,2338,25.01
105,NVDA260724C00105000,NVDA260724P00105000,43,11833,2,224,0.000010000000000000003,4.12500484375,101.95,0,104,0.01,101.68,0.01,1,-246,-245,226,0
110,NVDA260724C00110000,NVDA260724P00110000,75,5841,1,6,0.000010000000000000003,3.81250046875,96.95,0,99.1,0.01,98.02,0.01,1,-68,-67,7,0
115,NVDA260724C00115000,NVDA260724P00115000,75,1452,3,736,0.000010000000000000003,3.56250109375,93.15,0,94,0.01,92.14,0.02,1,-12,-11,739,0
120,NVDA260724C00120000,NVDA260724P00120000,73,1620,3,23,0.000010000000000000003,3.3750015624999996,86.95,0,89.35,0.01,87.81,0.01,1,-15,-14,26,0
125,NVDA260724C00125000,NVDA260724P00125000,63,15510,2,8,6.132814833984375,3.1250021875,82.65,0,85.95,0.01,82.48,0.01,6468,-1592353,-1585885,10,24.87
130,NVDA260724C00130000,NVDA260724P00130000,65,2413,1,5,5.458987551269531,2.8750028125,77.9,0,80.7,0.01,76.55,0.01,6516,-241880,-235364,6,21.86
135,NVDA260724C00135000,NVDA260724P00135000,94,3043,1,2,4.089848637695313,2.6250034375,72.9,0,77.2,0.01,71.65,0.01,6834,-221220,-214386,3,12.78
140,NVDA260724C00140000,NVDA260724P00140000,94,2680,37,2,5.777346528320313,2.43750390625,66.95,0,71.95,0.01,68.06,0.01,13207,-376535,-363328,39,30.21
145,NVDA260724C00145000,NVDA260724P00145000,608,1544,1,7,5.027347465820313,2.2500043749999996,61.95,0,66.45,0.01,62.84,0.01,85732,-217715,-131983,8,26.86
