strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
50,NVDA260724C00050000,NVDA260724P00050000,6,36,30,2,0.000010000000000000003,5.7500028125,157.2,0,157.55,0.01,156.77,0.01,0,0,0,32,0
55,NVDA260724C00055000,NVDA260724P00055000,5,34,78,0,0.000010000000000000003,5.375003281249999,151.85,0,152.65,0.01,151.87,0.03,0,0,0,78,0
60,NVDA260724C00060000,NVDA260724P00060000,2,1828,68,194,0.000010000000000000003,5.000003749999999,146.15,0,147.55,0.01,147.07,0.01,0,-1,-1,262,0
65,NVDA260724C00065000,NVDA260724P00065000,1,85,26,21,0.000010000000000000003,4.7500040624999995,141.25,0,142.65,0.01,141.7,0.01,0,0,0,47,0
70,NVDA260724C00070000,NVDA260724P00070000,2,294,37,10,0.000010000000000000003,4.500004375,136.6,0,137.75,0.01,137.05,0.01,0,0,0,47,0
75,NVDA260724C00075000,NVDA260724P00075000,4,315,32,68,0.000010000000000000003,4.12500484375,130.9,0,133.05,0.01,131.62,0.01,0,0,0,100,0
80,,NVDA260724P00080000,0,1700,0,2,0,3.8750003125,0,0,0,0.01,0,0.01,0,-8374,-8374,2,1
85,NVDA260724C00085000,NVDA260724P00085000,11,1256,26,1,0.000010000000000000003,3.6875007812500002,120.7,0,122.9,0.01,121.85,0.01,0,0,0,27,0
90,NVDA260724C00090000,NVDA260724P00090000,16,1990,26,200,0.000010000000000000003,3.50000125,116.8,0,117.95,0.01,117.35,0.01,0,0,0,226,0
95,NVDA260724C00095000,NVDA260724P00095000,8,354,19,150,0.000010000000000000003,3.2500018749999997,110.3,0,112.95,0.01,111.84,0.01,0,0,0,169,0
100,NVDA260724C00100000,NVDA260724P00100000,11,15640,12,2335,5.886721391601563,3.0000025,105.4,0,109.3,0.01,106.86,0.01,390,-554911,-554521,2347,8.25
105,NVDA260724C00105000,NVDA260724P00105000,31,11833,6,224,5.343753320312499,2.8750028125,99.9,0,104.1,0.01,102.98,0.01,1015,-387434,-386419,230,7.04
110,NVDA260724C00110000,NVDA260724P00110000,57,5841,23,3,3.6718758203125006,2.68750328125,95,0,98.25,0.01,96.65,0.01,620,-63501,-62881,26,1.81
115,NVDA260724C00115000,NVDA260724P00115000,65,1452,34,736,4.406254492187499,2.50000375,89.9,0,93.8,0.01,91.65,0.02,1679,-37515,-35836,770,4.67
120,NVDA260724C00120000,NVDA260724P00120000,61,1620,21,23,5.213870670166015,2.3125042187499996,85.65,0,90.2,0.01,86.44,0.01,3073,-81610,-78537,44,9.92
125,NVDA260724C00125000,NVDA260724P00125000,41,15511,22,1,3.5644542138671875,2.1250046874999997,80.65,0,83.55,0.01,83.95,0.01,754,-285432,-284678,23,2.74
130,NVDA260724C00130000,NVDA260724P00130000,50,2414,22,1,0.000010000000000000003,2.000005,75.6,0,77.9,0.01,77.96,0.01,0,0,0,23,0
135,NVDA260724C00135000,NVDA260724P00135000,46,3045,13,22,3.912109594726563,1.875000625,70.65,0,74.55,0.01,73.05,0.01,2061,-136396,-134335,35,6.78
140,NVDA260724C00140000,NVDA260724P00140000,88,2680,30,2,0.000010000000000000003,1.6875015625,65.45,0,67.8,0.01,67.61,0.01,0,0,0,32,0
145,NVDA260724C00145000,NVDA260724P00145000,1300,1543,5,2,0.000010000000000000003,1.5625021874999998,60.55,0,62.6,0.01,61.45,0.01,0,0,0,7,0
150,NVDA260724C00150000,NVDA260724P00150000,139,3970,5,26,0.000010000000000000003,1.4375028125,55.65,0,57.6,0.01,56.55,0.01,0,0,0,31,0
155,NVDA260724C00155000,NVDA260724P00155000,169,6701,4,1165,2.4277383056640627,1.3125034374999998,50.4,0,53.8,0.01,51.32,0.01,5765,-228582,-222817,1169,3.34
160,NVDA260724C00160000,NVDA260724P00160000,511,11582,3,163,0.000010000000000000003,1.15625421875,45.5,0,47.75,0.01,46.42,0.01,0,0,0,166,0
165,NVDA260724C00165000,NVDA260724P00165000,165,8796,2,57,0.000010000000000000003,1.140629296875,41,0.01,42.5,0.02,44.45,0.02,0,0,0,59,0
167.5,NVDA260724C00167500,NVDA260724P00167500,10,1925,2,1,0.000010000000000000003,1.0781296093750001,38.6,0.01,40.15,0.02,37.99,0.01,0,0,0,3,0
170,NVDA260724C00170000,NVDA260724P00170000,211,4170,10,113,0.000010000000000000003,1.015629921875,36.6,0.01,37.65,0.02,37.08,0.01,0,0,0,123,0
172.5,NVDA260724C00172500,NVDA260724P00172500,152,4673,9,476,0.000010000000000000003,0.945313046875,33.5,0.01,35.2,0.02,34.65,0.01,0,0,0,485,0
175,NVDA260724C00175000,NVDA260724P00175000,333,6974,6,409,0.000010000000000000003,0.87500125,31.65,0.01,32.7,0.02,31.93,0.02,0,0,0,415,0
177.5,NVDA260724C00177500,NVDA260724P00177500,235,1680,12,932,0.000010000000000000003,0.8125018749999999,28.4,0.01,30.55,0.02,29.78,0.02,0,0,0,944,0
180,NVDA260724C00180000,NVDA260724P00180000,8369,19964,28,1042,0.000010000000000000003,0.79687703125,26.65,0.02,28,0.03,28.16,0.02,0,0,0,1070,0
182.5,NVDA260724C00182500,NVDA260724P00182500,169,10832,32,361,0.000010000000000000003,0.726565234375,24.7,0.02,25.25,0.03,24.98,0.02,0,0,0,393,0
185,NVDA260724C00185000,NVDA260724P00185000,804,21228,183,1164,0.000010000000000000003,0.6875031250000001,21.8,0.03,22.3,0.04,22.11,0.04,0,-1,-1,1347,0
187.5,NVDA260724C00187500,NVDA260724P00187500,679,6151,560,1299,0.86914193359375,0.6562534375000001,19.7,0.05,20.9,0.06,19.24,0.05,78193,-708346,-630153,1859,4.6
190,NVDA260724C00190000,NVDA260724P00190000,3639,19966,568,3309,0.000010000000000000003,0.5996133789062501,17.3,0.06,17.6,0.07,16.5,0.06,5,-26,-21,3877,0
192.5,NVDA260724C00192500,NVDA260724P00192500,7328,10781,2340,3113,0.4687553125,0.5585981640625001,14.85,0.09,15.65,0.1,15.08,0.09,553906,-814911,-261005,5453,2.03
195,NVDA260724C00195000,NVDA260724P00195000,6038,21769,3938,7430,0.000010000000000000003,0.50586431640625,12.45,0.12,12.6,0.13,12.5,0.13,544,-1962,-1418,11368,0
197.5,NVDA260724C00197500,NVDA260724P00197500,2037,7291,9149,5756,0.000010000000000000003,0.467778759765625,9.95,0.19,10.2,0.2,9.94,0.2,2809,-10056,-7247,14905,0.02
200,NVDA260724C00200000,NVDA260724P00200000,7567,25511,6444,41398,0.000010000000000000003,0.43457596679687505,7.6,0.33,7.8,0.34,7.7,0.33,185240,-624508,-439268,47842,0.28
202.5,NVDA260724C00202500,NVDA260724P00202500,6993,10042,1365,31017,0.2304764453125,0.4165097412109374,5.55,0.63,5.7,0.65,5.56,0.61,11578741,-16627158,-5048417,32382,28.04
205,NVDA260724C00205000,NVDA260724P00205000,19272,29577,14046,78004,0.27930408203124996,0.4035704174804688,3.65,1.2,3.7,1.21,3.65,1.2,75852185,-116411378,-40559193,92050,70.34
207.5,NVDA260724C00207500,NVDA260724P00207500,33767,16164,34767,62065,0.2954172021484375,0.40698835205078127,2.12,2.19,2.14,2.2,2.13,2.2,181291809,-86782978,94508831,96832,98.7
210,NVDA260724C00210000,NVDA260724P00210000,62170,11928,119926,25454,0.3100654931640625,0.43848217773437503,1.11,3.65,1.12,3.75,1.12,3.67,285343649,-54746325,230597324,145380,89.91
