strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
495,,QQQ260805P00495000,0,24,0,3,0,2.0625048437499998,0,0,0,0.01,0,0.01,0,-334,-334,3,1.5
500,,QQQ260805P00500000,0,35,0,30,0,2.0625048437499998,0,0,0,0.01,0,0.02,0,-585,-585,30,1.8
505,,QQQ260805P00505000,0,1,0,0,0,1.96875015625,0,0,0,0.01,0,0.08,0,-14,-14,0,1.49
510,,QQQ260805P00510000,0,32,0,0,0,1.9375003125,0,0,0,0.01,0,0.03,0,-499,-499,0,1.58
515,,QQQ260805P00515000,0,22,0,10,0,1.875000625,0,0,0,0.01,0,0.01,0,-330,-330,10,1.47
520,,QQQ260805P00520000,0,12,0,10,0,1.8125009374999999,0,0,0,0.01,0,0.03,0,-172,-172,10,1.36
525,,QQQ260805P00525000,0,3,0,2,0,1.78125109375,0,0,0,0.01,0,0.02,0,-47,-47,2,1.45
530,,QQQ260805P00530000,0,13,0,12,0,1.75000125,0,0,0,0.01,0,0.01,0,-221,-221,12,1.56
535,,QQQ260805P00535000,0,18,0,18,0,1.6875015625,0,0,0,0.01,0,0.01,0,-292,-292,18,1.43
540,,QQQ260805P00540000,0,18,0,14,0,1.625001875,0,0,0,0.01,0,0.01,0,-278,-278,14,1.31
545,,QQQ260805P00545000,0,10,0,6,0,1.5625021874999998,0,0,0,0.01,0,0.02,0,-146,-146,6,1.19
550,,QQQ260805P00550000,0,59,0,35,0,1.5312523437499999,0,0,0,0.01,0,0.01,0,-946,-946,35,1.29
555,,QQQ260805P00555000,0,3861,0,33,0,1.5000025,0,0,0,0.01,0,0.02,0,-68421,-68421,33,1.39
560,,QQQ260805P00560000,0,481,0,1,0,1.4375028125,0,0,0,0.01,0,0.02,0,-8027,-8027,1,1.26
565,,QQQ260805P00565000,0,231,0,24,0,1.3750031249999999,0,0,0,0.01,0,0.01,0,-3598,-3598,24,1.12
570,QQQ260805C00570000,QQQ260805P00570000,1,541,0,24,2.745608604736328,1.3437532812499997,150.66,0,154.09,0.01,116.02,0.02,139,-75435,-75296,24,14.92
575,QQQ260805C00575000,QQQ260805P00575000,0,7064,0,111,2.6616244396972664,1.2812535937499998,145.66,0,149.09,0.01,107,0.01,0,-1011238,-1011238,111,14.77
580,,QQQ260805P00580000,0,246,0,231,0,1.2500037499999999,0,0,0,0.01,0,0.01,0,-4456,-4456,231,1.19
585,QQQ260805C00585000,QQQ260805P00585000,1,732,1,121,2.3510783410644525,1.1875040625,135,0,138.74,0.01,133.54,0.01,138,-100844,-100706,122,12.76
590,,QQQ260805P00590000,0,579,0,4,0,1.15625421875,0,0,0,0.01,0,0.02,0,-10934,-10934,4,1.14
