strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,SPCX260710C00005000,SPCX260710P00005000,2,3,2,1,26.828126616210938,16.6250048046875,142.8,0,147.4,0.05,156.9,0.05,123,-184,-61,3,69.69
15,SPCX260710C00015000,,2,0,82,0,16.45312985839844,0,132.8,0,137.2,0,134.61,0,135,0,135,82,57.95
20,,SPCX260710P00020000,0,1,0,0,0,9.562504023437501,0,0,0,0.05,0,0.15,0,-45,-45,0,22.37
25,,SPCX260710P00025000,0,1,0,0,0,8.500004687499999,0,0,0,0.05,0,0.05,0,-39,-39,0,17.35
30,,SPCX260710P00030000,0,3,0,0,0,7.656250429687501,0,0,0,0.05,0,0.03,0,-102,-102,0,13.69
50,SPCX260710C00050000,SPCX260710P00050000,15,27,0,1,7.87500015625,5.281253398437499,97.8,0,102.2,0.05,100.28,0.15,673,-1212,-539,1,15.45
55,SPCX260710C00055000,SPCX260710P00055000,26,2,0,0,7.121094848632813,4.843753945312499,92.8,0,97.1,0.05,95.3,0.05,1084,-83,1001,0,13.05
60,,SPCX260710P00060000,0,19,0,1,0,4.437504453124999,0,0,0,0.05,0,0.03,0,-296,-296,1,3.62
65,,SPCX260710P00065000,0,2,0,0,0,4.062504921875,0,0,0,0.05,0,0.07,0,-28,-28,0,2.93
70,,SPCX260710P00070000,0,192,0,1,0,3.718750703125,0,0,0,0.05,0,0.09,0,-2370,-2370,1,2.4
75,SPCX260710C00075000,SPCX260710P00075000,2,101,0,5,4.800785249023436,3.406251484375,72.8,0,76.8,0.05,90.9,0.04,63,-3196,-3133,5,6.8
80,,SPCX260710P00080000,0,275,0,4,0,3.0937522656249996,0,0,0,0.05,0,0.02,0,-2769,-2769,4,1.63
85,,SPCX260710P00085000,0,832,0,1,0,2.8281279296874997,0,0,0,0.05,0,0.02,0,-8082,-8082,1,1.44
90,,SPCX260710P00090000,0,1334,0,10,0,2.56250359375,0,0,0,0.05,0,0.03,0,-12258,-12258,10,1.23
95,SPCX260710C00095000,SPCX260710P00095000,3,1432,1,2,3.144533388671875,2.3125042187499996,52.8,0,56.6,0.05,54.2,0.04,81,-38783,-38702,3,3.87
100,SPCX260710C00100000,SPCX260710P00100000,111,672,7,2,3.833008229980469,2.0625048437499998,49.7,0,51.6,0.05,50.62,0.01,7226,-43746,-36520,9,10.04
101,SPCX260710C00101000,SPCX260710P00101000,10,31,3,1,3.281251796875,2.0156299609375,46.8,0,51.4,0.05,47.95,0.05,469,-1454,-985,4,6.5
102,SPCX260710C00102000,SPCX260710P00102000,8,25,1,1,2.7890655273437504,1.96875015625,45.8,0,49.7,0.05,46.96,0.02,249,-779,-530,2,3.88
