strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,,SPCX260710P00005000,0,3,0,0,0,9.75000390625,0,0,0,0.05,0,0.04,0,-187,-187,0,63.71
50,,SPCX260710P00050000,0,27,0,1,0,3.2343769140624996,0,0,0,0.05,0,0.15,0,-992,-992,1,12.44
55,,SPCX260710P00055000,0,2,0,0,0,2.9843775390625,0,0,0,0.05,0,0.05,0,-69,-69,0,10.7
60,,SPCX260710P00060000,0,18,0,1,0,2.750003125,0,0,0,0.05,0,0.05,0,-572,-572,1,9.15
65,,SPCX260710P00065000,0,2,0,0,0,2.5468786328124997,0,0,0,0.05,0,0.07,0,-60,-60,0,8.03
70,,SPCX260710P00070000,0,192,0,1,0,2.3437541406249993,0,0,0,0.05,0,0.09,0,-5372,-5372,1,6.87
75,SPCX260710C00075000,SPCX260710P00075000,2,96,0,51,4.355473305664061,2.156254609375,83.1,0,89.3,0.05,90.9,0.05,170,-8140,-7970,51,28.9
80,,SPCX260710P00080000,0,251,0,2,0,1.9921875390625,0,0,0,0.05,0,0.03,0,-6329,-6329,2,5.26
85,,SPCX260710P00085000,0,807,0,75,0,1.8281258593749998,0,0,0,0.05,0,0.05,0,-19299,-19299,75,4.58
90,,SPCX260710P00090000,0,1322,0,3,0,1.6796891015625,0,0,0,0.05,0,0.09,0,-30820,-30820,3,4.1
95,SPCX260710C00095000,SPCX260710P00095000,2,1424,0,54,3.2446307946777337,1.65625171875,63.3,0,69.4,0.1,70.9,0.07,213,-151336,-151123,54,27.26
100,SPCX260710C00100000,SPCX260710P00100000,9,734,4,144,2.6494174389648437,1.5078149609375,58,0,63.5,0.1,57.8,0.05,881,-71831,-70950,148,21.29
101,SPCX260710C00101000,SPCX260710P00101000,3,21,0,13,2.908205854492188,1.8359383203124997,57.1,0,63.3,0.5,51.49,0.1,383,-2679,-2296,13,31.67
102,SPCX260710C00102000,SPCX260710P00102000,1,23,0,1,2.679202520751953,1.8300789746093749,56,0,61.8,0.55,50.45,0.06,124,-2845,-2721,1,29.19
105,SPCX260710C00105000,SPCX260710P00105000,1,423,1,237,2.387699343261718,1.4375028125,53,0.05,58.4,0.1,54.26,0.09,107,-45107,-45000,238,21.35
107,,SPCX260710P00107000,0,7,0,1,0,1.3828155859374998,0,0.05,0,0.1,0,0.13,0,-309,-309,1,6.39
108,,SPCX260710P00108000,0,13,0,22,0,1.3515657421874998,0,0.05,0,0.1,0,0.1,0,-573,-573,22,6.23
109,,SPCX260710P00109000,0,7,0,34,0,1.3750031249999999,0,0.05,0,0.15,0,0.11,0,-367,-367,34,7.56
110,SPCX260710C00110000,SPCX260710P00110000,5,455,1,124,2.5478551928710935,1.3476595117187498,48,0.05,54.5,0.15,50,0.1,710,-64633,-63923,125,28.96
111,,SPCX260710P00111000,0,29,0,80,0,1.3203158984374999,0,0.05,0,0.15,0,0.1,0,-1568,-1568,80,7.47
112,,SPCX260710P00112000,0,23,0,6,0,1.29297228515625,0,0.05,0,0.15,0,0.1,0,-1262,-1262,6,7.43
113,,SPCX260710P00113000,0,18,0,14,0,1.3046909765624997,0,0.1,0,0.15,0,0.1,0,-1135,-1135,14,8.61
114,SPCX260710C00114000,SPCX260710P00114000,0,57,4,2,2.3378947802734364,1.2753942480468747,44.2,0.1,50.4,0.15,41.65,0.15,0,-8834,-8834,6,29.31
115,SPCX260710C00115000,SPCX260710P00115000,0,390,4,22,2.2934612976074216,1.2460975195312498,43.2,0.1,49.4,0.15,40.7,0.1,0,-61769,-61769,26,29.34
116,,SPCX260710P00116000,0,93,0,7,0,1.21875390625,0,0.1,0,0.15,0,0.12,0,-6125,-6125,7,8.4
