strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,,SPCX260724P00005000,0,39,0,20,0,13.000001875,0,0,0,0.05,0,0.04,0,-2465,-2465,20,60.82
15,,SPCX260724P00015000,0,2,0,1,0,8.375004765624999,0,0,0,0.05,0,0.15,0,-118,-118,1,36.58
25,,SPCX260724P00025000,0,2,0,4,0,6.37500203125,0,0,0,0.05,0,0.01,0,-101,-101,4,23.88
30,SPCX260724C00030000,SPCX260724P00030000,0,21,4,3,11.791018255615235,5.62500296875,90.7,0,96.7,0.05,94.9,0.05,0,-1631,-1631,7,50.05
40,,SPCX260724P00040000,0,1,0,2,0,4.5312543359375,0,0,0,0.05,0,0.03,0,-39,-39,2,12.98
45,,SPCX260724P00045000,0,5,0,4,0,4.0937548828125,0,0,0,0.05,0,0.01,0,-180,-180,4,10.93
50,SPCX260724C00050000,SPCX260724P00050000,52,88,1,6,3.750000625,3.6875007812500002,71.7,0,76.7,0.05,107.35,0.02,1794,-3036,-1242,7,9.5
55,SPCX260724C00055000,SPCX260724P00055000,30,52,0,4,7.111329235839844,3.3125017187499997,65.7,0,71.7,0.05,86.75,0.01,2742,-4753,-2011,4,35.26
60,SPCX260724C00060000,SPCX260724P00060000,15,139,2,4,4.353520183105467,2.9687525781249997,62.6,0,66.6,0.05,63.49,0.01,898,-8326,-7428,6,16.23
65,SPCX260724C00065000,SPCX260724P00065000,15,30,2,3,4.0781299023437505,2.6718783203125005,57.7,0,61.7,0.05,58.62,0.05,974,-1947,-973,5,16.22
70,SPCX260724C00070000,SPCX260724P00070000,7,140,6,5,3.27343931640625,2.3906290234374996,53.2,0,55.7,0.05,57.89,0.02,383,-7661,-7278,11,11.47
75,SPCX260724C00075000,SPCX260724P00075000,75,1487,6,8,4.504887181396484,2.1250046874999997,45.7,0,51.2,0.05,54.33,0.01,8312,-164804,-156492,14,27.2
80,SPCX260724C00080000,SPCX260724P00080000,9,2793,7,2,2.14844212890625,1.875000625,41.8,0,46.7,0.05,44.29,0.03,349,-108154,-107805,9,5.77
85,SPCX260724C00085000,SPCX260724P00085000,0,1826,2,27,3.8623050317382814,1.625001875,35.7,0,41.7,0.05,42.6,0.08,0,-269105,-269105,29,29.93
90,SPCX260724C00090000,SPCX260724P00090000,9,5324,6,19,2.9843775390625,1.40625296875,31.6,0,35.8,0.05,37.9,0.03,1320,-781036,-779716,25,23.84
95,SPCX260724C00095000,SPCX260724P00095000,85,1912,1,24,2.0175830810546875,1.1875040625,27.1,0,29.8,0.05,29,0.03,10084,-226833,-216749,25,14.07
100,SPCX260724C00100000,SPCX260724P00100000,333,4882,13,168,1.705079599609375,0.98437515625,22.4,0,24.8,0.05,24.33,0.02,49440,-724821,-675381,181,14.78
101,,SPCX260724P00101000,0,2071,0,14,0,0.945313046875,0,0,0,0.05,0,0.05,0,-84548,-84548,14,2.86
102,SPCX260724C00102000,SPCX260724P00102000,4,250,42,10,1.1445355273437499,1.0468797656250002,21.9,0.05,22.7,0.1,21.6,0.05,437,-27328,-26891,52,8.87
103,SPCX260724C00103000,SPCX260724P00103000,55,427,20,1016,1.5810567822265622,1.0039112304687499,19.5,0.05,21.9,0.1,20.04,0.06,11749,-91216,-79467,1036,20.44
104,,SPCX260724P00104000,0,573,0,316,0,0.9570316796874999,0,0.05,0,0.1,0,0.1,0,-58369,-58369,316,7.22
105,SPCX260724C00105000,SPCX260724P00105000,427,2788,26,109,1.0605515722656251,0.914063359375,18.9,0.05,19.8,0.1,18.05,0.1,62749,-409707,-346958,135,10.74
106,SPCX260724C00106000,SPCX260724P00106000,37,303,24,36,1.1054732226562503,0.945313046875,18,0.1,18.9,0.15,18.42,0.12,7601,-62246,-54645,60,15.59
