strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
5,,SPCX260724P00005000,0,39,0,20,0,11.375002890625,0,0,0,0.05,0,0.04,0,-2450,-2450,20,64.78
15,,SPCX260724P00015000,0,2,0,1,0,7.3437508203125,0,0,0,0.05,0,0.15,0,-125,-125,1,41.52
25,,SPCX260724P00025000,0,2,0,0,0,5.5937530078124995,0,0,0,0.05,0,0.2,0,-112,-112,0,28.4
30,SPCX260724C00030000,SPCX260724P00030000,1,21,1,1,8.949223156738281,4.968753789062499,95.8,0,102.9,0.05,128.99,0.05,76,-1594,-1518,2,47.9
40,,SPCX260724P00040000,0,1,0,0,0,4.000005,0,0,0,0.05,0,0.15,0,-46,-46,0,16.59
45,,SPCX260724P00045000,0,5,0,0,0,3.6250009375000003,0,0,0,0.05,0,0.07,0,-217,-217,0,14.29
50,SPCX260724C00050000,SPCX260724P00050000,52,75,1,9,5.92187759765625,3.281251796875,75.8,0,82.8,0.05,107.35,0.04,4292,-6190,-1898,10,34.43
55,SPCX260724C00055000,SPCX260724P00055000,30,52,0,11,5.386722016601562,2.9687525781249997,70.8,0,77.8,0.05,86.75,0.05,2551,-4422,-1871,11,32.21
60,SPCX260724C00060000,SPCX260724P00060000,15,139,0,1,5.020511536865234,2.6718783203125005,66.1,0,72.8,0.05,79.7,0.01,1349,-12500,-11151,1,31.36
65,SPCX260724C00065000,SPCX260724P00065000,15,30,0,1,5.03418339477539,2.4062539843749997,62.4,0,67.9,0.05,68.65,0.02,1535,-3070,-1535,1,34.51
70,SPCX260724C00070000,SPCX260724P00070000,7,139,6,6,4.769535288085937,2.156254609375,58,0,63,0.05,57.89,0.01,788,-15641,-14853,12,35.33
75,SPCX260724C00075000,SPCX260724P00075000,75,1486,6,1,4.065434605712891,1.9218753906250001,53.1,0,56.9,0.05,47.13,0.05,8642,-171236,-162594,7,31.27
80,SPCX260724C00080000,SPCX260724P00080000,10,2753,7,161,2.777346806640625,1.71875140625,46.6,0,50.6,0.05,44.29,0.03,905,-249165,-248260,168,18.45
85,SPCX260724C00085000,SPCX260724P00085000,0,1824,2,23,3.172853630371094,1.6328143359374998,41.5,0,48,0.1,42.6,0.05,0,-255478,-255478,25,30.51
90,SPCX260724C00090000,SPCX260724P00090000,3,5335,6,17,2.824709969482422,1.3125034374999998,36.7,0,42.8,0.05,37.9,0.04,458,-814707,-814249,23,28.64
95,SPCX260724C00095000,SPCX260724P00095000,84,2021,50,452,2.243168454589843,1.1328168359375002,31.6,0,34.2,0.05,30.51,0.02,13327,-320631,-307304,502,24.28
100,SPCX260724C00100000,SPCX260724P00100000,293,4752,139,611,1.8261727441406248,0.9531254687499999,28.7,0,29.2,0.05,29.56,0.05,51749,-839290,-787541,750,22.25
101,,SPCX260724P00101000,0,2013,0,122,0,1.000005,0,0,0,0.1,0,0.06,0,-149516,-149516,122,6.73
102,SPCX260724C00102000,SPCX260724P00102000,4,216,8,111,1.640626796875,1.0234423828125,26,0.05,27.6,0.1,27.21,0.07,809,-43675,-42866,119,24.42
103,SPCX260724C00103000,SPCX260724P00103000,60,305,14,188,1.7666027294921873,0.98437515625,25.7,0.05,26.7,0.1,26.3,0.07,14174,-72049,-57875,202,29.46
104,,SPCX260724P00104000,0,562,0,108,0,0.945313046875,0,0.05,0,0.1,0,0.07,0,-60427,-60427,108,9.21
105,SPCX260724C00105000,SPCX260724P00105000,433,2072,28,1366,1.669923525390625,0.9062509375,23.8,0.05,24.7,0.1,24.03,0.1,114029,-545655,-431626,1394,30.75
106,SPCX260724C00106000,SPCX260724P00106000,5,242,32,139,1.4902369238281248,0.9433599414062499,21.8,0.1,24.1,0.15,23.3,0.1,1353,-65500,-64147,171,29.86
107,SPCX260724C00107000,SPCX260724P00107000,9,406,32,171,1.6084003955078123,0.9023447265625,21.6,0.1,23.2,0.15,22.85,0.14,2811,-126789,-123978,203,35.54
