strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
505,,SPY260722P00505000,0,455,0,0,0,2.1875045312499997,0,0,0,0.01,0,0.01,0,-6955,-6955,0,1.75
525,,SPY260722P00525000,0,2,0,0,0,1.96875015625,0,0,0,0.01,0,0.01,0,-29,-29,0,1.49
530,,SPY260722P00530000,0,451,0,0,0,1.9375003125,0,0,0,0.01,0,0.03,0,-6984,-6984,0,1.57
535,,SPY260722P00535000,0,20,0,0,0,1.875000625,0,0,0,0.01,0,0.01,0,-295,-295,0,1.45
555,,SPY260722P00555000,0,40,0,0,0,1.6875015625,0,0,0,0.01,0,0.01,0,-617,-617,0,1.36
560,,SPY260722P00560000,0,138,0,0,0,1.625001875,0,0,0,0.01,0,0.02,0,-1997,-1997,0,1.23
565,SPY260722C00565000,SPY260722P00565000,3,1,4,0,2.383793103027343,1.5937520312499998,182.81,0,185.68,0.01,180.69,0.02,178,-59,119,4,6.19
570,,SPY260722P00570000,0,12,0,0,0,1.5625021874999998,0,0,0,0.01,0,0.06,0,-206,-206,0,1.4
575,,SPY260722P00575000,0,69,0,50,0,1.5000025,0,0,0,0.01,0,0.01,0,-1107,-1107,50,1.26
580,,SPY260722P00580000,0,70,0,27,0,1.4375028125,0,0,0,0.01,0,0.01,0,-1041,-1041,27,1.12
585,,SPY260722P00585000,0,74,0,0,0,1.40625296875,0,0,0,0.01,0,0.01,0,-1209,-1209,0,1.2
590,,SPY260722P00590000,0,105,0,4,0,1.3750031249999999,0,0,0,0.01,0,0.01,0,-1890,-1890,4,1.3
595,,SPY260722P00595000,0,396,0,4,0,1.3125034374999998,0,0,0,0.01,0,0.01,0,-6569,-6569,4,1.14
600,,SPY260722P00600000,0,221,0,130,0,1.2812535937499998,0,0,0,0.01,0,0.01,0,-4065,-4065,130,1.23
605,,SPY260722P00605000,0,172,0,0,0,1.21875390625,0,0,0,0.01,0,0.02,0,-2887,-2887,0,1.07
610,,SPY260722P00610000,0,6,0,5,0,1.1875040625,0,0,0,0.01,0,0.01,0,-112,-112,5,1.16
615,,SPY260722P00615000,0,326,0,25,0,1.125004375,0,0,0,0.01,0,0.01,0,-5508,-5508,25,0.99
620,,SPY260722P00620000,0,163,0,113,0,1.09375453125,0,0,0,0.01,0,0.01,0,-3100,-3100,113,1.09
625,,SPY260722P00625000,0,3,0,1,0,1.0625046875000002,0,0,0,0.01,0,0.01,0,-65,-65,1,1.2
630,,SPY260722P00630000,0,243,0,3,0,1.000005,0,0,0,0.01,0,0.02,0,-4663,-4663,3,1
635,,SPY260722P00635000,0,1,0,2,0,0.9687503125,0,0,0,0.01,0,0.02,0,-22,-22,2,1.11
640,,SPY260722P00640000,0,27,0,27,0,0.92187578125,0,0,0,0.01,0,0.02,0,-596,-596,27,1.07
645,,SPY260722P00645000,0,1005,0,1001,0,0.87500125,0,0,0,0.01,0,0.01,0,-22305,-22305,1001,1.02
